DIV_CD,PLANT_CD,REQ_DT,REQ_NO,REQ_SEQ,WC_CD,LINE_CD,PLAN_SEQ,BATCH_NO,ITEM_TYPE,PRNT_ITEM_CD,LOT_NO,ITEM_CD,PALLET_QTY,REQ_QTY,USE_QTY,USE_FLG,ST_FLG,BATCH_FORM,ST_TYPE,PROC_CD,REMARK,CHG_RSN,TEMP_CD1,TEMP_NO1,INSERT_ID,INSERT_DT,UPDATE_ID,UPDATE_DT,ORDER_NO,REVISION,ZMESIFNO,EQP_GROUP_CD,SU_REQ_NO,PRE_REQ_NO,PRE_REQ_SEQ,OUT_DATE
01,1130,2025-11,BC2511130546,1,13GC,13G01C,24,1,SU,F013C004,G2510-CLC-NAD-XXX-XXX-CN-1041,F013C004,4500.0000,100.0000,0.0000,Y,N,10,SM,SE,소분진배정등록,,POP,NULL,cam1b,2025-11-13 16:14:24.030,cam1b,2025-11-13 16:14:24.030,PD250630003,NULL,P020251113161424001,G-01,BC2511130544,NULL,NULL,NULL
